n1,n2,num_samples,avg_actual_edges,max_edges,pred_density,density,avg_crossings_original,avg_crossings_barycenter,avg_crossings_median,avg_crossings_sifting,avg_crossings_optimal,avg_tot_time_bar,avg_tot_time_med,avg_tot_time_sif,avg_tot_time_opt,avg_tot_time
8,7,20,6.0,56,0.1,0.10714285714285716,5.55,1.4,1.4,1.4,1.4,0.00010120868682861328,1.3864040374755859e-05,0.0011328935623168945,0.12156432867050171,0.12281229496002197
8,7,20,12.0,56,0.2,0.21428571428571433,22.85,10.85,10.75,10.7,10.7,2.1398067474365234e-05,1.658201217651367e-05,0.0017565608024597168,0.1870601773262024,0.18885471820831298
8,7,20,17.0,56,0.3,0.3035714285714286,49.45,30.75,31.65,30.5,30.5,2.2780895233154296e-05,1.9943714141845704e-05,0.002491915225982666,0.24976264238357543,0.2522972822189331
8,7,20,23.0,56,0.4,0.4107142857142857,100.75,64.0,64.8,63.45,63.35,2.4569034576416015e-05,2.1088123321533204e-05,0.0033406734466552733,0.33309752941131593,0.33648386001586916
8,7,20,28.0,56,0.5,0.5,148.15,98.85,100.5,98.4,98.4,2.7108192443847657e-05,2.2685527801513673e-05,0.004046642780303955,0.40585219860076904,0.40994863510131835
8,7,20,34.0,56,0.6,0.6071428571428572,216.25,169.85,173.0,169.45,169.4,2.9766559600830077e-05,2.536773681640625e-05,0.005106079578399658,0.49193702936172484,0.4970982432365417
8,7,20,40.0,56,0.7,0.714285714285714,303.95,248.6,252.9,248.4,248.35,2.9146671295166016e-05,2.613067626953125e-05,0.005772912502288818,0.5684436321258545,0.574271821975708
8,7,20,45.0,56,0.8,0.8035714285714286,372.55,329.15,332.8,328.7,328.7,2.894401550292969e-05,2.608299255371094e-05,0.006397998332977295,0.6300596117973327,0.6365126371383667
8,7,20,51.0,56,0.9,0.9107142857142859,492.8,441.7,444.5,441.65,441.65,3.075599670410156e-05,2.7501583099365233e-05,0.0071643352508544925,0.7014806151390076,0.7087032079696656
