n1,n2,density,pred_density,avg_crossings_original,avg_crossings_barycenter,avg_crossings_median,avg_crossings_sifting,avg_crossings_optimal
20,20,0.09999999999999999,0.1,363.6,167.7,167.7,164.5,0
20,20,0.19999999999999998,0.2,1478.3,979.4,1007.6,971.1,0
20,20,0.29999999999999993,0.3,3294.3,2474.0,2522.2,2466.8,0
20,20,0.39999999999999997,0.4,5626.4,4588.9,4659.9,4579.5,0
20,20,0.5,0.5,8856.4,7538.5,7639.4,7529.7,0
20,20,0.5999999999999999,0.6,12784.5,11329.2,11507.1,11325.4,0
20,20,0.7000000000000001,0.7,17550.7,15816.4,16013.1,15819.7,0
20,20,0.7999999999999999,0.8,22825.2,21251.5,21471.1,21248.3,0
20,20,0.9000000000000001,0.9,29080.4,27794.0,27942.1,27794.1,0
