n1,n2,num_samples,density,pred_density,avg_crossings_original,avg_crossings_barycenter,avg_crossings_median,avg_crossings_sifting,avg_crossings_optimal
8,8,10,0.125,0.1,13.5,0.0,0.0,0.0,0.0
8,8,10,0.203125,0.2,34.1,14.5,14.4,14.4,14.4
8,8,10,0.3125,0.3,79.1,45.5,45.8,44.4,44.3
8,8,10,0.40625,0.4,125.6,86.7,88.5,86.2,86.2
8,8,10,0.5,0.5,181.5,136.9,140.6,136.7,136.5
8,8,10,0.609375,0.6,287.7,222.7,226.3,222.3,222.1
8,8,10,0.703125,0.7,388.8,311.1,317.3,310.5,310.5
8,8,10,0.8125,0.8,502.6,457.7,463.2,457.1,457.1
8,8,10,0.90625,0.9,639.8,580.1,585.3,580.1,580.1
