n1,n2,num_samples,density,pred_density,avg_crossings_original,avg_crossings_barycenter,avg_crossings_median,avg_crossings_sifting,avg_crossings_optimal
5,5,10,0.19999999999999998,0.1,4.4,0.0,0.0,0.0,0.0
5,5,10,0.19999999999999998,0.2,4.9,0.0,0.0,0.0,0.0
5,5,10,0.31999999999999995,0.3,10.8,4.2,4.2,4.2,4.2
5,5,10,0.39999999999999997,0.4,16.0,8.6,8.6,8.5,8.5
5,5,10,0.5199999999999999,0.5,27.6,17.5,18.1,17.5,17.5
5,5,10,0.5999999999999999,0.6,39.4,21.9,22.5,21.8,21.8
5,5,10,0.7199999999999999,0.7,50.5,40.5,41.2,40.5,40.5
5,5,10,0.7999999999999999,0.8,65.2,52.8,54.9,52.8,52.8
5,5,10,0.9200000000000002,0.9,86.8,74.2,74.2,74.2,74.2
