Density,10×10,20×20,30×30,40×40,50×50,60×60
0.2,100.0,51.58421345191774,37.35061886470338,34.36888454011742,30.486926360725725,16.00172974358153
,49.08200734394125,35.614275909402885,26.04039330321552,21.91276523669786,19.82325547284661,
,35.61030235162374,22.980523375106536,19.00667843709219,16.931607133197495,14.313468817191563,
,32.09025383892198,18.470171803505135,14.413986161728193,13.33156543931652,11.762124687347564,
,25.010166734444894,16.48050883141635,12.504934231469578,10.640928134572677,9.805686172447233,
,21.800053893829162,12.634916716171496,11.33834968613716,8.385293426399816,7.849809860633473,
,15.379870463657861,9.986791445353115,7.834810644421789,6.932562228824722,6.050422247370783,
,13.241304850775048,8.707684470022398,6.297202644460806,5.018222762155922,4.7357930638297745,
,9.268641592656612,4.949771814188135,4.351645469189367,3.256785681409041,3.2659185257271046,
