n1,n2,num_samples,avg_actual_edges,max_edges,pred_density,density,avg_crossings_original,avg_crossings_barycenter,avg_crossings_median,avg_crossings_sifting,avg_crossings_optimal
10,9,10,9.0,90,0.1,0.09999999999999999,14.1,5.1,5.5,5.1,5.1
10,9,10,18.0,90,0.2,0.19999999999999998,64.5,36.4,36.3,35.5,35.4
10,9,10,27.0,90,0.3,0.29999999999999993,139.5,85.1,85.6,83.8,83.7
10,9,10,36.0,90,0.4,0.39999999999999997,250.1,187.6,193.3,186.8,186.4
10,9,10,45.0,90,0.5,0.5,406.9,302.5,308.0,302.3,301.9
10,9,10,54.0,90,0.6,0.5999999999999999,607.9,463.9,471.6,463.7,463.3
10,9,10,63.0,90,0.7,0.7000000000000001,805.2,674.0,687.1,673.4,673.1
10,9,10,72.0,90,0.8,0.7999999999999999,1036.1,898.1,909.1,898.1,898.0
10,9,10,81.0,90,0.9,0.9000000000000001,1318.8,1196.5,1204.6,1196.4,1196.2
