n1,n2,num_samples,density,pred_density,avg_crossings_original,avg_crossings_barycenter,avg_crossings_median,avg_crossings_sifting,avg_crossings_optimal
10,10,20,0.10000000000000002,0.1,17.8,6.2,6.1,6.1,6.1
10,10,20,0.20000000000000004,0.2,82.05,35.2,35.55,34.7,34.5
10,10,20,0.29999999999999993,0.3,174.6,112.8,116.25,111.95,111.95
10,10,20,0.4000000000000001,0.4,315.9,221.6,225.15,220.75,220.5
10,10,20,0.5,0.5,488.5,391.65,398.5,390.5,390.15
10,10,20,0.5999999999999999,0.6,704.4,589.3,598.15,588.45,588.45
10,10,20,0.6999999999999997,0.7,985.45,832.95,844.4,832.95,832.1
10,10,20,0.8000000000000002,0.8,1307.8,1137.95,1154.35,1138.55,1137.65
10,10,20,0.9,0.9,1626.5,1531.75,1543.8,1531.5,1531.35
