sample_id,bary_sift_cutoff_0_total,bary_sift_cutoff_0_algo1,bary_sift_cutoff_0_algo2,sift_bary_cutoff_0_total,sift_bary_cutoff_0_algo1,sift_bary_cutoff_0_algo2,permu_sift_cutoff_0_total,permu_sift_cutoff_0_algo1,permu_sift_cutoff_0_algo2,permu_bary_cutoff_0_total,permu_bary_cutoff_0_algo1,permu_bary_cutoff_0_algo2,bary_sift_cutoff_1_total,bary_sift_cutoff_1_algo1,bary_sift_cutoff_1_algo2,sift_bary_cutoff_1_total,sift_bary_cutoff_1_algo1,sift_bary_cutoff_1_algo2,permu_sift_cutoff_1_total,permu_sift_cutoff_1_algo1,permu_sift_cutoff_1_algo2,permu_bary_cutoff_1_total,permu_bary_cutoff_1_algo1,permu_bary_cutoff_1_algo2,bary_sift_cutoff_2_total,bary_sift_cutoff_2_algo1,bary_sift_cutoff_2_algo2,sift_bary_cutoff_2_total,sift_bary_cutoff_2_algo1,sift_bary_cutoff_2_algo2,permu_sift_cutoff_2_total,permu_sift_cutoff_2_algo1,permu_sift_cutoff_2_algo2,permu_bary_cutoff_2_total,permu_bary_cutoff_2_algo1,permu_bary_cutoff_2_algo2,bary_sift_cutoff_3_total,bary_sift_cutoff_3_algo1,bary_sift_cutoff_3_algo2,sift_bary_cutoff_3_total,sift_bary_cutoff_3_algo1,sift_bary_cutoff_3_algo2,permu_sift_cutoff_3_total,permu_sift_cutoff_3_algo1,permu_sift_cutoff_3_algo2,permu_bary_cutoff_3_total,permu_bary_cutoff_3_algo1,permu_bary_cutoff_3_algo2,bary_sift_cutoff_4_total,bary_sift_cutoff_4_algo1,bary_sift_cutoff_4_algo2,sift_bary_cutoff_4_total,sift_bary_cutoff_4_algo1,sift_bary_cutoff_4_algo2,permu_sift_cutoff_4_total,permu_sift_cutoff_4_algo1,permu_sift_cutoff_4_algo2,permu_bary_cutoff_4_total,permu_bary_cutoff_4_algo1,permu_bary_cutoff_4_algo2,bary_sift_cutoff_5_total,bary_sift_cutoff_5_algo1,bary_sift_cutoff_5_algo2,sift_bary_cutoff_5_total,sift_bary_cutoff_5_algo1,sift_bary_cutoff_5_algo2,permu_sift_cutoff_5_total,permu_sift_cutoff_5_algo1,permu_sift_cutoff_5_algo2,permu_bary_cutoff_5_total,permu_bary_cutoff_5_algo1,permu_bary_cutoff_5_algo2,bary_sift_cutoff_6_total,bary_sift_cutoff_6_algo1,bary_sift_cutoff_6_algo2,sift_bary_cutoff_6_total,sift_bary_cutoff_6_algo1,sift_bary_cutoff_6_algo2,permu_sift_cutoff_6_total,permu_sift_cutoff_6_algo1,permu_sift_cutoff_6_algo2,permu_bary_cutoff_6_total,permu_bary_cutoff_6_algo1,permu_bary_cutoff_6_algo2,bary_sift_cutoff_7_total,bary_sift_cutoff_7_algo1,bary_sift_cutoff_7_algo2,sift_bary_cutoff_7_total,sift_bary_cutoff_7_algo1,sift_bary_cutoff_7_algo2,permu_sift_cutoff_7_total,permu_sift_cutoff_7_algo1,permu_sift_cutoff_7_algo2,permu_bary_cutoff_7_total,permu_bary_cutoff_7_algo1,permu_bary_cutoff_7_algo2,bary_sift_cutoff_8_total,bary_sift_cutoff_8_algo1,bary_sift_cutoff_8_algo2,sift_bary_cutoff_8_total,sift_bary_cutoff_8_algo1,sift_bary_cutoff_8_algo2,permu_sift_cutoff_8_total,permu_sift_cutoff_8_algo1,permu_sift_cutoff_8_algo2,permu_bary_cutoff_8_total,permu_bary_cutoff_8_algo1,permu_bary_cutoff_8_algo2,bary_sift_cutoff_9_total,bary_sift_cutoff_9_algo1,bary_sift_cutoff_9_algo2,sift_bary_cutoff_9_total,sift_bary_cutoff_9_algo1,sift_bary_cutoff_9_algo2,permu_sift_cutoff_9_total,permu_sift_cutoff_9_algo1,permu_sift_cutoff_9_algo2,permu_bary_cutoff_9_total,permu_bary_cutoff_9_algo1,permu_bary_cutoff_9_algo2
0,0.424849400005769,8.00006091594696e-07,0.4248477999935858,0.01643560000229627,4.00003045797348e-07,0.016434800054412335,0.3522851000307128,3.00002284348011e-07,0.3522843000246212,0.16089569998439401,4.00003045797348e-07,0.16089459997601807,0.3516402000095695,0.012729999958537519,0.33890870003961027,0.06236699997680262,0.047856400022283196,0.014509799948427826,4.559871400007978,4.2286822000169195,0.33118859998648986,8.32282890001079,8.289968699973542,0.03285960003267974,0.3077458000043407,0.011318199976813048,0.2964271000237204,0.11445769999409094,0.10145550000015646,0.013001399987842888,10.296678900020197,9.876592500018887,0.4200857999967411,14.52013530000113,14.479832999990322,0.04030160000547767,0.2893681999994442,0.012282199983019382,0.277085600013379,0.13518000004114583,0.12273220001952723,0.01244710001628846,15.980323699943256,15.738119999994524,0.24220299994340166,19.376902599993628,19.35359240003163,0.023309499956667423,0.21711470000445843,0.01326189999235794,0.20385230000829324,0.20863920002011582,0.1964869000366889,0.012151899980381131,19.063266600016505,18.76927320001414,0.29399280005600303,24.58831049996661,24.57478219998302,0.013527799979783595,0.17475280002690852,0.012329199991654605,0.16242310003144667,0.22539370000595227,0.21306169999297708,0.01233140000840649,22.03297509998083,21.751407200004905,0.281567299971357,30.659624899970368,30.648831499973312,0.010792699991725385,0.1351701999665238,0.013722999952733517,0.12144660000922158,0.25594509998336434,0.24483989999862388,0.011103799974080175,32.957758499949705,32.756675499957055,0.20108169998275116,27.185307200008538,27.173651200020686,0.011654799978714436,0.09292169997934252,0.013750499987509102,0.07917069998802617,0.2967291999957524,0.2844537000055425,0.012274399981833994,38.20668890001252,38.048017400025856,0.1586702999775298,43.261386599973775,43.24609759997111,0.015287399990484118,0.05977880000136793,0.01695280004059896,0.04282560001593083,0.39673159999074414,0.3860978999873623,0.010632399993482977,39.646403999999166,39.57871610001894,0.0676862999680452,47.83672469999874,47.82605659996625,0.010666600021068007,0.015237500017974526,0.01523680001264438,3.00002284348011e-07,0.36206430004676804,0.3620620000292547,1.100008375942707e-06,53.0552303000004,53.055225800024346,2.600019797682762e-06,45.457814200024586,45.457811400003266,1.600012183189392e-06
1,0.44405260001076385,6.00004568696022e-07,0.44405140000162646,0.018545800005085766,4.00003045797348e-07,0.01854499999899417,0.4256506999954581,3.00002284348011e-07,0.4256497999886051,0.015636200027074665,5.00003807246685e-07,0.015634900017175823,0.462251000048127,0.012599900015629828,0.4496499000233598,0.07393800001591444,0.053199100017081946,0.02073799999197945,5.416731400007848,4.93178959999932,0.4849413000047207,4.962464299984276,4.94807069998933,0.014392799988854676,0.35984309995546937,0.014366099960170686,0.34547649999149144,0.13278290000744164,0.11729969998123124,0.015482600021641701,8.25322180002695,7.987739200005308,0.2654818000155501,8.21139840001706,8.197306199988816,0.014091400022152811,0.3098430000245571,0.01386200002161786,0.29598059999989346,0.1966981000150554,0.18058669997844845,0.016110600030515343,17.527142099977937,17.198583099991083,0.3285582999815233,18.947638999961782,18.933314299967606,0.01432419999036938,0.2742904999759048,0.015323099971283227,0.25896690000081435,0.24384799995459616,0.23016869998537004,0.013678699964657426,20.610671400034335,20.338878999988083,0.2717916000401601,21.157947900006548,21.145557400013786,0.012389599985908717,0.2228995999903418,0.018867900012992322,0.2040312999743037,0.2764558999915607,0.2608913000440225,0.015564100001938641,26.3060157999862,26.165973800001666,0.1400413999799639,32.0682515000226,32.05666330002714,0.01158759999088943,0.16711570002371445,0.01715229998808354,0.14996300003258511,0.3367903000325896,0.3167507000034675,0.02003870002226904,32.01464759994997,31.833546499954537,0.18109949998324737,27.36902760004159,27.35807429999113,0.010951900039799511,0.12271910003619269,0.014342800015583634,0.1083760000183247,0.3553370999870822,0.34316230000695214,0.012173599970992655,41.05704089999199,40.97180929995375,0.08522980002453551,46.41460030002054,46.40351869998267,0.011080200027208775,0.07245869998587295,0.014925799972843379,0.05753260001074523,0.4406823999597691,0.42999529995722696,0.010685699991881847,43.36352999997325,43.319427000009455,0.044101600011345,44.68327199999476,44.66717560001416,0.016095100028906018,0.015573600016068667,0.015573000011499971,3.00002284348011e-07,0.44526150001911446,0.44525940000312403,9.00006853044033e-07,55.51909959997283,55.51909649994923,1.400010660290718e-06,45.32939239998814,45.329390099970624,9.00006853044033e-07
2,0.5417405000189319,6.00004568696022e-07,0.5417392000090331,0.03255999996326864,4.00003045797348e-07,0.03255919995717704,0.499123600020539,4.00003045797348e-07,0.49912270001368597,0.017009700008202344,3.00002284348011e-07,0.0170090000028722,0.4596741999848746,0.01173269998980686,0.4479401999851689,0.08202529995469376,0.0646779999951832,0.01734659995418042,5.296856099972501,4.938163699989673,0.3586916999774985,7.08042579999892,7.0589200999820605,0.021504900010768324,0.393380299967248,0.022004999977070838,0.37137489998713136,0.1162012999993749,0.09980969998287037,0.01639110001269728,11.42186150001362,11.039344599994365,0.3825162000139244,10.726076500024647,10.711791699985042,0.01428430003579706,0.3381645000190474,0.018143500026781112,0.3200203999876976,0.20171890000347048,0.17964739998569712,0.022070800012443215,17.512782800011337,17.16088600002695,0.35189599997829646,21.332691699964926,21.320432999986224,0.012257699971087277,0.2503048999933526,0.015303199994377792,0.235001299995929,0.22490140004083514,0.20670169999357313,0.018199200043454766,20.47472470003413,20.272402600036003,0.20232150005176663,21.969006400031503,21.95577380002942,0.013231999997515231,0.2353480999590829,0.015027599991299212,0.22032019996549934,0.25935319997370243,0.24589949997607619,0.013452699990011752,24.273919600003865,24.098093000007793,0.17582589999074116,28.9935127000208,28.95814020000398,0.03537190001225099,0.15998699999181554,0.014545499987434596,0.14544110000133514,0.37018610001541674,0.3552784000057727,0.014905799995176494,33.144511999969836,32.95281659998,0.191693699976895,33.10960389999673,33.098034300026484,0.011567999958060682,0.13000830000964925,0.017384800012223423,0.11262309999438003,0.4010784000274725,0.38987410004483536,0.01120250002713874,35.65454059996409,35.52146079996601,0.1330774999805726,46.59171249996871,46.58050689997617,0.011203099973499775,0.0806012999964878,0.017284900008235127,0.06331599998520687,0.4254938999656588,0.4121047999942675,0.013387300015892833,45.04945739998948,45.00323440000648,0.04622159997234121,45.34949420002522,45.32880890002707,0.02068309998139739,0.0182621999992989,0.018261299992445856,3.00002284348011e-07,0.48436950001632795,0.4843671999988146,9.00006853044033e-07,45.827022499986924,45.827017900010105,2.5999615900218487e-06,49.31747120001819,49.317467600048985,1.500011421740055e-06
3,0.5854066000320017,7.00005330145359e-07,0.5854053000221029,0.015741300012450665,3.00002284348011e-07,0.01574060000712052,0.55006159999175,3.00002284348011e-07,0.5500608999864198,0.032963600009679794,3.00002284348011e-07,0.0329630000051111,0.39825999998720363,0.024464999965857714,0.37379390001296997,0.06858680001460016,0.05334849999053404,0.015237700019497424,5.547538100043312,5.095452400040813,0.45208509999793023,5.82112059998326,5.80736189999152,0.013757899985648692,0.3705121999955736,0.01368720002938062,0.35682460002135485,0.13679149997187778,0.11883209994994104,0.01795880001736805,10.778249800030608,10.486192399985157,0.2920566000393592,13.960921799996868,13.897018700023182,0.0639023999683559,0.31428130000131205,0.012774100003298372,0.3015067999949679,0.17675589997088537,0.1579609999898821,0.01879429997643456,14.879418099997565,14.501049699960276,0.37836780003271997,19.25392579997424,19.24197599996114,0.011949000007007271,0.2615345999947749,0.012804300000425428,0.24872989999130368,0.20416019996628165,0.18403279996709898,0.020126799994613975,22.358513300016057,22.118398900027387,0.24011370004154742,22.057390200032387,22.044734199997038,0.012655200029257685,0.20470270002260804,0.014126900001429021,0.19057550001889467,0.31734860001597553,0.2962413000059314,0.02110670000547543,29.280317400000058,29.064586099993903,0.21573070000158623,32.99175420001848,32.974924299982376,0.016829100030008703,0.1646712999790907,0.01541470002848655,0.1492560999467969,0.36485589999938384,0.34248370002023876,0.022370999970007688,33.18249320000177,33.00631299999077,0.17617890000110492,37.12940669996897,37.11609510000562,0.013310400012414902,0.1193587000016123,0.0161077999509871,0.10325050004757941,0.4125564999994822,0.40122470003552735,0.011330699955578893,34.82803959999001,34.70714900002349,0.12088929995661601,40.47542029997567,40.463658299995586,0.011760100023820996,0.0773302000015974,0.0280305000487715,0.04929929994978011,0.45445339998696,0.44378149998374283,0.01067049999255687,39.52001829998335,39.47028210002463,0.04973470000550151,37.14482419996057,37.1340280000004,0.01079490000847727,0.016462599975056946,0.01646179996896535,5.00003807246685e-07,0.5177561000455171,0.5177544000325724,9.00006853044033e-07,60.91558209998766,60.915577900013886,2.3999600671231747e-06,48.93469460000051,48.93469259998528,8.00006091594696e-07
4,0.5788654999923892,6.00004568696022e-07,0.5788643999840133,0.016427200054749846,4.00003045797348e-07,0.0164265000494197,0.579886399966199,4.00003045797348e-07,0.5798856999608688,0.01664890005486086,5.00003807246685e-07,0.01664760004496202,0.44104270002571866,0.013061300036497414,0.4279800999793224,0.09048440004698932,0.07373720000032336,0.01674670004285872,6.210381000011694,5.801451300038025,0.40892919996986166,6.9230943999718875,6.908203499973752,0.014890299993567169,0.38930909999180585,0.022350399987772107,0.3669584000017494,0.14922980003757402,0.13324450002983212,0.0159849000046961,10.657753599982243,10.350932899978943,0.30681989999720827,12.32971359998919,12.284986999991816,0.044725799991283566,0.3232863000012003,0.014622699993196875,0.30866330000571907,0.1669798999791965,0.15284669998800382,0.014132699987385422,15.935389400052372,15.583777000021655,0.35161190002691,20.889261899981648,20.854656199982855,0.034605099994223565,0.26996070001041517,0.016647799988277256,0.25331240001833066,0.23831360001349822,0.22350349999032915,0.014809500018600374,24.198498300043866,24.007874400005676,0.1906233000336215,27.281121900014114,27.264216000039596,0.01690540002891794,0.21871309995185584,0.014542799966875464,0.20416989998193458,0.2799255999852903,0.2664892000029795,0.013436099980026484,24.341920999984723,24.181202600011602,0.1607176999677904,29.483444400015287,29.470443900034297,0.012999799975659698,0.18510830000741407,0.02599029999691993,0.1591177000082098,0.32186089997412637,0.3070415999973193,0.014818299969192594,29.076586400042288,28.964614900003653,0.1119697000249289,32.72903010004666,32.71451720001642,0.014511400018818676,0.11723530001472682,0.015282600012142211,0.10195240000030026,0.44415530003607273,0.4325089000049047,0.011645300022792071,34.93752450001193,34.80477919999976,0.13274400000227615,45.38870660000248,45.36890709999716,0.019797599990852177,0.07963049999671057,0.02183460001833737,0.05779559997608885,0.419231400010176,0.4086241999757476,0.010606200026813895,42.1154755000025,42.059899000043515,0.05557530000805855,51.00785930000711,50.99867850000737,0.009179300046525896,0.019524100003764033,0.019523399998433888,3.00002284348011e-07,0.5470429999986663,0.5470412999857217,7.00005330145359e-07,55.12243309995392,55.12242869997863,2.5999615900218487e-06,41.671249700011685,41.671247599995695,1.00000761449337e-06
5,0.48863019997952506,6.999471224844456e-07,0.4886289000278339,0.01907999999821186,4.00003045797348e-07,0.019079199992120266,0.46799520001513883,3.00002284348011e-07,0.46799440000904724,0.01835249998839572,4.00003045797348e-07,0.018351499980781227,0.44629719998920336,0.01072389999171719,0.43557199998758733,0.075431999983266,0.05854290002025664,0.01688849995844066,6.246011500013992,5.810652600019239,0.43535819998942316,7.872905099997297,7.839141600008588,0.0337627999833785,0.3789753000019118,0.022199900005944073,0.35677499999292195,0.12438019999535754,0.10767789999954402,0.016701699991244823,10.45002689998364,10.079390099970624,0.37063630000920966,16.736870100023225,16.689230800024234,0.047638799995183945,0.34283700003288686,0.01749180001206696,0.32534470001701266,0.18224529997678474,0.16569300001719967,0.016551699955016375,17.574099299963564,17.22476779995486,0.34933100000489503,18.533895100001246,18.51947569998447,0.014418700011447072,0.26611379999667406,0.0140854999772273,0.25202790001640096,0.24840059998678043,0.22965059999842197,0.018749399983789772,20.4831621000194,20.29607899999246,0.18708250002237037,28.50760089996038,28.49388819996966,0.01371219998691231,0.23907499999040738,0.014554099994711578,0.22452049999265,0.2792419999605045,0.26568690000567585,0.013554599951021373,25.772130900004413,25.606334600015543,0.16579569998430088,33.87194849998923,33.859569799969904,0.012378100014757365,0.16357680002693087,0.020475200028158724,0.14310110005317256,0.3632715999847278,0.3355500999605283,0.027720400015823543,32.017847699986305,31.857114399957936,0.16073190001770854,37.60093020001659,37.590285299986135,0.010643400019034743,0.12685749999945983,0.017315200006123632,0.10954190004849806,0.3960485000279732,0.3822482000105083,0.013798900006804615,41.89165629999479,41.7721537000034,0.1195014999830164,37.53581640002085,37.5175330999773,0.01828180003212765,0.07974959997227415,0.014965999987907708,0.06478319998132065,0.4451771000167355,0.4298522000317462,0.015323699975851923,37.81421360000968,37.76901180000277,0.04520029999548569,45.91279750003014,45.90297720005037,0.00981860002502799,0.02039439999498427,0.020393599988892674,4.00003045797348e-07,0.4680507999728434,0.46804869995685294,9.00006853044033e-07,54.895859899988864,54.89585570001509,2.5999615900218487e-06,43.698894699977245,43.6988925000187,9.999494068324566e-07
6,0.5753835000214167,8.00006091594696e-07,0.5753819000092335,0.03582399996230379,3.00002284348011e-07,0.0358233000151813,0.5243474000017159,3.00002284348011e-07,0.5243466999963857,0.04236340004717931,3.00002284348011e-07,0.042362700041849166,0.5004880000487901,0.01784880005288869,0.4826378000434488,0.07950999995227903,0.06261019996600226,0.01689929998246953,5.804841900011525,5.448480000020936,0.3563611999852583,7.006504699995276,6.994917799951509,0.011586400039959699,0.3923007000121288,0.013863999978639185,0.37843640003120527,0.12637850001920015,0.10876570001710206,0.017612199997529387,11.845742799981963,11.487320599961095,0.3584213000140153,17.272509300033562,17.256785799982026,0.01572270004544407,0.36395179998362437,0.016148699971381575,0.347802700009197,0.17865989997517318,0.16386859997874126,0.01479079999262467,18.057528599980287,17.750371899979655,0.3071559999953024,15.853863199998159,15.808576100040227,0.04528629995184019,0.2691915000323206,0.020531799993477762,0.24865930003579706,0.2493739000055939,0.2343758000060916,0.014997599995695055,21.839282299974002,21.574962600017898,0.26431909995153546,27.73508110002149,27.72094119997928,0.01413910003611818,0.2264564000070095,0.013733699976000935,0.21272240002872422,0.2905468000099063,0.273217800015118,0.017328299989458174,24.141385999973863,23.98032079997938,0.1610645999899134,28.980993999983184,28.96859929995844,0.012394100020173937,0.16821080003865063,0.016665400005877018,0.15154500002972782,0.36211610003374517,0.3509677000110969,0.011147000011987984,29.02007790002972,28.90552840003511,0.11454790004063398,42.76595359999919,42.753526300017256,0.012425899971276522,0.11910479998914525,0.017826099996455014,0.10127829998964444,0.4571834999951534,0.4439863000297919,0.013195899955462664,41.87283050001133,41.74556050001411,0.12726889998884872,36.01899830001639,36.008090700022876,0.010905899980571121,0.08469520002836362,0.016456899989861995,0.06823800003621727,0.45707170001696795,0.4457997999852523,0.011270800023339689,44.69073520001257,44.62810760003049,0.06262610002886504,46.62210130004678,46.60788110003341,0.014219100004993379,0.018144399975426495,0.0181435999693349,4.00003045797348e-07,0.499132200027816,0.499130200012587,7.00005330145359e-07,60.767310700030066,60.767306499998085,2.500019036233425e-06,61.56495440000435,61.564951699983794,1.500011421740055e-06
7,0.4349481000099331,9.00006853044033e-07,0.434946299996227,0.02447170001687482,4.00003045797348e-07,0.024470900010783225,0.359104799979832,5.00003807246685e-07,0.35910359997069463,0.03592009999556467,5.00003807246685e-07,0.035919099987950176,0.4565521999611519,0.013355700008105487,0.4431953999446705,0.0867990999831818,0.0718699999852106,0.01492859999416396,5.299017999961507,4.821610699989833,0.47740689996862784,10.164209300011862,10.151086999976542,0.013121500029228628,0.4117716000182554,0.03550930001074448,0.37626170000294223,0.12844110000878572,0.1136143000330776,0.014826099970377982,10.599584999959916,10.31064989999868,0.2889343000133522,11.416783900000155,11.404074899968691,0.012708300026133657,0.32729980000294745,0.014045300020370632,0.31325419998029247,0.19114670000271872,0.1702923999982886,0.02085359999909997,15.56797660002485,15.301530700002331,0.2664453000179492,18.81692660000408,18.782318399986252,0.03460750001249835,0.2570498999557458,0.024706900003366172,0.23234240000601858,0.2512308999430388,0.23770389996934682,0.013526499969884753,22.22259479999775,22.012741399987135,0.209852600004524,24.465811599977314,24.449586600007024,0.016224099963437766,0.25583839998580515,0.03082929999800399,0.22500869998475537,0.27220410003792495,0.2593440000200644,0.012859600014053285,23.95285540004261,23.794814400025643,0.15804040001239628,32.313780799973756,32.301168699981645,0.01261149998754263,0.15618250000989065,0.015620200021658093,0.14056189998518676,0.3228685000212863,0.310379600035958,0.012487699976190925,35.04808459995547,34.88716759998351,0.1609158999635838,37.449674700037576,37.438952399999835,0.010720700025558472,0.11723249999340624,0.01596150000113994,0.1012705999892205,0.38579119998030365,0.3738084000069648,0.011981499963440001,43.03743820003001,42.91635130002396,0.12108519999310374,42.31861780001782,42.308608199993614,0.010008100012782961,0.0758732000249438,0.02311170002212748,0.05276109999977052,0.42176679999101907,0.4119688000064343,0.009796899976208806,48.64116510003805,48.57132560003083,0.06983819999732077,47.66866319999099,47.65789400000358,0.010768099979031831,0.01969779998762533,0.019696999981533736,4.00003045797348e-07,0.3609721999964677,0.3609697000356391,1.300009898841381e-06,61.54073459998472,61.540730600012466,2.100015990436077e-06,58.70759329997236,58.70759000000544,1.500011421740055e-06
8,0.4664573000045493,8.00006091594696e-07,0.46645569999236614,0.013503599970135838,5.00003807246685e-07,0.013502400019206107,0.3864504999946803,4.00003045797348e-07,0.3864496999885887,0.01961059996392578,4.00003045797348e-07,0.019609799957834184,0.33658840000862256,0.010679800005163997,0.32590779999736696,0.0662605999968946,0.05356259999098256,0.01269740000134334,4.385677499987651,4.066068199987058,0.31960869999602437,7.585595799959265,7.570857599959709,0.01473759999498725,0.31194220000179484,0.013008999987505376,0.29893280001124367,0.09845119999954477,0.0862222999567166,0.012228400039020926,10.54029370000353,10.164768400019966,0.37552469997899607,13.20562369999243,13.191462999966461,0.014160300022922456,0.24922659998992458,0.01096839999081567,0.2382577999960631,0.14820709999185055,0.13640299998223782,0.011803500005044043,17.703491699998267,17.324892300006468,0.37859879998723045,19.253938600013498,19.239197899994906,0.014740100014023483,0.22005479998188093,0.01155210001161322,0.20850219996646047,0.18938390002585948,0.1746135000139475,0.014769800007343292,22.32377680001082,22.026180999993812,0.297595200012438,26.222971400013193,26.208724500029348,0.014246099977754056,0.1890883999876678,0.014085799979511648,0.1750023000058718,0.24124189995927736,0.2305503999814391,0.010690899973269552,30.45617650001077,30.23697849997552,0.2191970000276342,34.68387150001945,34.670959200011566,0.012911300000268966,0.13340920000337064,0.01175210002111271,0.12165669997921214,0.2827099999994971,0.27176350000081584,0.010945499991066754,32.3764511999907,32.20616790000349,0.1702816000324674,42.952108400000725,42.938081100001,0.014026100048795342,0.09637549996841699,0.01351530000101775,0.08285979996435344,0.330023699963931,0.31880539999110624,0.011216599959880114,40.95482790004462,40.872456400014926,0.08237000001827255,38.464806099946145,38.449616999947466,0.015187599987257272,0.062251900031697005,0.013974700006656349,0.04827680002199486,0.38165629998547956,0.37184049998177215,0.009814599994570017,47.432624500012025,47.34983919997467,0.08278360002441332,52.64075210003648,52.63027010002406,0.010480700002517551,0.021738499985076487,0.021737699978984892,3.00002284348011e-07,0.36721769999712706,0.36721530003705993,1.400010660290718e-06,65.12596469995333,65.12596149998717,1.7999554984271526e-06,76.45049060002202,76.45048719999613,1.300009898841381e-06
9,0.44937629997730255,6.00004568696022e-07,0.44937469996511936,0.020047999976668507,3.00002284348011e-07,0.02004729997133836,0.46555379999335855,3.00002284348011e-07,0.4655530999880284,0.033216700016055256,4.00003045797348e-07,0.03321590000996366,0.4637280000024475,0.015456299996003509,0.44827100000111386,0.08828139997785911,0.07306429999880493,0.015216499974485487,6.059232800034806,5.584360200038645,0.474871999991592,5.7571502000209875,5.742122500028927,0.015027099987491965,0.3782459999783896,0.012767999956849962,0.3654777000192553,0.13838350004516542,0.12012100004358217,0.018261799996253103,11.602173100051004,11.24624520004727,0.35592739999992773,11.485467499995138,11.470188400009647,0.015278499980922788,0.32609170000068843,0.013057700009085238,0.3130337999900803,0.16350740002235398,0.14918529998976737,0.014321500028017908,19.7845810999861,19.475318899960257,0.3092616000212729,20.878270000044722,20.864033900026698,0.014235500013455749,0.28479419997893274,0.023905200010631233,0.2608885000227019,0.22297649999381974,0.20295479998458177,0.02002100000390783,23.89783410000382,23.604529400006868,0.29330409999238327,25.379313900019042,25.36513690004358,0.014176200027577579,0.24341970001114532,0.014636299980338663,0.2287831000285223,0.30980889999773353,0.29706279997481033,0.012745500018354505,28.97782929998357,28.684309700038284,0.29351889999816194,31.645503400010057,31.630233800038695,0.015268899966031313,0.1744017000310123,0.01877480000257492,0.15562660002615303,0.3253362999530509,0.3100717999623157,0.015262899978552014,35.550810699991416,35.3852866999805,0.16552239999873564,38.80655860004481,38.7943338000332,0.012222900055348873,0.1243411999894306,0.015078000025823712,0.1092627999605611,0.40872559999115765,0.3969007999985479,0.011823499982710928,42.210550499963574,42.08828139997786,0.12226809997810051,34.8313164000283,34.82073710003169,0.010577699984423816,0.0748602999956347,0.018520999990869313,0.056338800000958145,0.43460820004111156,0.42279650003183633,0.011810399999376386,50.064795499958564,49.98159999999916,0.08319360000314191,48.32386080001015,48.31376710004406,0.010092100012116134,0.026897500036284328,0.026896800030954182,4.00003045797348e-07,0.45200230000773445,0.4520000000484288,9.00006853044033e-07,76.19061109999893,76.19060760003049,1.9999570213258266e-06,74.07748430001084,74.07748150004772,1.400010660290718e-06
