density,avg_crossings_original,sifting_reduction,median_reduction,barycenter_reduction
0.0999999999999999,1874.4,38.247,36.822,37.351
0.1999999999999999,7526.0,26.334,24.604,26.04
0.2999999999999999,16935.1,19.179,17.367,19.007
0.3999999999999999,30292.8,14.491,13.031,14.414
0.5,47119.8,12.538,11.232,12.505
0.5999999999999999,68469.4,11.344,10.505,11.338
0.7000000000000001,92521.7,7.829,6.952,7.835
0.7999999999999999,121325.3,6.293,5.329,6.297
0.9000000000000001,154019.9,4.345,3.775,4.352
