n1,n2,num_samples,density,pred_density,avg_crossings_original,avg_crossings_barycenter,avg_crossings_median,avg_crossings_sifting,avg_crossings_optimal
5,5,10,0.19999999999999998,0.1,4.9,0.0,0.0,0.0,0.0
5,5,10,0.19999999999999998,0.2,5.7,0.0,0.0,0.0,0.0
5,5,10,0.31999999999999995,0.3,10.8,3.5,3.5,3.5,3.5
5,5,10,0.39999999999999997,0.4,16.3,7.1,7.2,7.0,7.0
5,5,10,0.5199999999999999,0.5,28.1,16.2,16.5,16.2,16.2
5,5,10,0.5999999999999999,0.6,39.1,24.2,25.1,24.2,24.2
5,5,10,0.7199999999999999,0.7,50.2,37.9,38.2,37.9,37.9
5,5,10,0.7999999999999999,0.8,63.7,49.9,50.2,49.9,49.9
5,5,10,0.9200000000000002,0.9,84.1,77.4,77.5,77.4,77.4
