n1,n2,num_samples,avg_actual_edges,max_edges,pred_density,density,avg_crossings_original,avg_crossings_barycenter,avg_crossings_median,avg_crossings_sifting,avg_crossings_optimal,avg_tot_time_bar,avg_tot_time_med,avg_tot_time_sif,avg_tot_time_opt,avg_tot_time
10,10,20,10.0,100,0.1,0.10000000000000002,18.95,5.6,5.65,5.45,5.45,0.00012387037277221679,1.9931793212890624e-05,0.004094922542572021,156.0201739549637,156.02441267967225
10,10,20,20.0,100,0.2,0.20000000000000004,81.9,39.15,38.7,37.95,37.9,3.322362899780273e-05,2.4938583374023436e-05,0.00767984390258789,275.781791472435,275.78952947855
10,10,20,30.0,100,0.3,0.29999999999999993,174.25,114.95,116.15,114.25,114.1,0.00026488304138183594,0.00014139413833618163,0.01178807020187378,412.5893240571022,412.6015184044838
10,10,20,40.0,100,0.4,0.4000000000000001,305.05,227.4,233.0,226.1,225.85,0.00016384124755859376,8.760690689086914e-05,0.016027116775512697,571.7715234041214,571.7878019690513
10,10,20,50.0,100,0.5,0.5,502.85,393.95,402.55,392.8,392.8,0.0001280069351196289,0.00010051727294921876,0.02119491100311279,738.0321294784546,738.0535529136657
10,10,20,60.0,100,0.6,0.5999999999999999,717.55,568.65,579.1,568.05,567.75,0.0001337885856628418,9.868144989013671e-05,0.025598526000976562,898.955038177967,898.9808691740036
10,10,20,70.0,100,0.7,0.6999999999999997,978.15,821.95,839.05,822.25,821.55,4.909038543701172e-05,4.4238567352294925e-05,0.0297985315322876,1042.4640619516372,1042.4939538121223
10,10,20,80.0,100,0.8,0.8000000000000002,1288.45,1132.85,1144.85,1132.8,1132.5,0.00020148754119873047,0.00015554428100585937,0.03426517248153686,1174.7057612776757,1174.7403834819793
10,10,20,90.0,100,0.9,0.9,1639.9,1524.1,1537.2,1523.9,1523.9,0.00018497705459594727,0.00019496679306030273,0.03868576288223267,1307.9488088488579,1307.9878745555877
