sample_id,bary_sift_cutoff_0,sift_bary_cutoff_0,permu_sift_cutoff_0,permu_bary_cutoff_0,bary_sift_cutoff_1,sift_bary_cutoff_1,permu_sift_cutoff_1,permu_bary_cutoff_1,bary_sift_cutoff_2,sift_bary_cutoff_2,permu_sift_cutoff_2,permu_bary_cutoff_2,bary_sift_cutoff_3,sift_bary_cutoff_3,permu_sift_cutoff_3,permu_bary_cutoff_3,bary_sift_cutoff_4,sift_bary_cutoff_4,permu_sift_cutoff_4,permu_bary_cutoff_4,bary_sift_cutoff_5,sift_bary_cutoff_5,permu_sift_cutoff_5,permu_bary_cutoff_5,bary_sift_cutoff_6,sift_bary_cutoff_6,permu_sift_cutoff_6,permu_bary_cutoff_6,bary_sift_cutoff_7,sift_bary_cutoff_7,permu_sift_cutoff_7,permu_bary_cutoff_7,bary_sift_cutoff_8,sift_bary_cutoff_8,permu_sift_cutoff_8,permu_bary_cutoff_8,bary_sift_cutoff_9,sift_bary_cutoff_9,permu_sift_cutoff_9,permu_bary_cutoff_9,crossings_orig
0,27,29,27,29,33,31,33,31,33,29,33,29,31,29,31,31,29,27,32,34,38,27,38,32,29,24,37,35,27,27,34,34,31,27,34,34,29,27,34,34,66
