n1,n2,num_samples,avg_actual_edges,max_edges,pred_density,density,avg_crossings_original,avg_crossings_barycenter,avg_crossings_median,avg_crossings_sifting,avg_crossings_optimal
4,4,10,2.0,16,0.1,0.125,0.1,0.0,0.0,0.0,0.0
4,4,10,4.0,16,0.2,0.25,1.6,0.5,0.5,0.5,0.5
4,4,10,5.0,16,0.3,0.3125,2.6,0.8,0.8,0.8,0.8
4,4,10,7.0,16,0.4,0.4375,7.1,3.1,3.1,3.1,3.1
4,4,10,8.0,16,0.5,0.5,8.0,4.1,4.1,4.1,4.1
4,4,10,10.0,16,0.6,0.625,12.4,8.4,8.7,8.4,8.4
4,4,10,12.0,16,0.7,0.75,18.0,13.3,13.5,13.3,13.3
4,4,10,13.0,16,0.8,0.8125,25.7,15.8,16.0,15.8,15.8
4,4,10,15.0,16,0.9,0.9375,31.9,29.4,29.4,29.4,29.4
